_id,_labels,dtype,name,pk,published_on,sentiment,text,uri,url,_start,_end,_type
455,:Content-Source,,The Sun,385079571,,,,the-sun.com,,,,
456,:Author,,Charlotte Edwards,132636518,,,,6419464515,,,,
457,:Article,news,Rare Ancient Egyptian 'mud mummy' may have been in wrong coffin all this time,729848801,2021-02-04T12:01:00Z,-0.090196078,"THE only recorded ancient Egyptian mud-wrapped mummy may have been placed in the wrong coffin and no one noticed.

The English-Australian politician who bought the mummy back in the 1800s was likely tricked by dealers who wanted to sell a ""complete set"" for more money.

Researchers studying the mummy, which resides at the University of Sydney's Chau Chak Wing Museum, noticed some unusual features about the find.

They wrote in a recent study: ""Local dealers likely placed an unrelated mummified body in the coffin to sell a more complete 'set,' a well-known practice in the local antiquities trade.""

CT scans and special dating techniques revealed that not only had the mummy been damaged several times after death but it was also about 200 years older than the coffin it was placed in.

The 'mud mummy' was found in Egypt and sold to Sir Charles Nicholson in the 1800s before he donated it to the University of Sydney in 1860.

Mud shells like the one covering the mummy have not been seen since.

The researchers explain in a their study that this ""a mortuary treatment not previously documented in the Egyptian archaeological record.""

A few possible reasons for the unusual mud casing are discussed in the study.

Firstly, the specialists think the ""mud wrap"" could have been used to help keep the mummy together after damage not long after the burial.

Alternatively, the mud may have been used to copy an elite practice that saw the rich deceased wrapped in expensive resin coated materials.

The mud mummy may not have been a member of the elite when they were alive and therefore couldn't afford an expensive burial.

The resin-based mummification practice is said to have been popular for around 350 years in the late New Kingdom of Egypt to the 21st Dynasty of Egypt.

The skeleton is thought to have belonged to a woman who died between the ages of 26 and 35.

Her lidded coffin is inscribed with the name Meruah or Meru(t)ah.

However, she's unlikely to be the real Meruah as the coffin was made hundreds of years after she died.

This isn't the first time suspiscions have been raised about this mummy.

Suspected damage by grave robbers to the legs have been spotted before.

Other damage has occurred to the neck and head.

It's thought the grave robbing happened during ancient Egyptian times and later generations tried to fix the mummy and may have added the mud wrapping.

You can read the recent study about this mysterious mummy in the PLOS One journal.

In other archaeology news, an ancient mummy with a golden tongue has been unearthed in Egypt.

In other archaeology news, ancient humans regularly bred with Neanderthals, an analysis of 45,000-year-old Neanderthal teeth has revealed.

And, the last meal of a 240million year old sea monster has been revealed by archaeologists.

What are your thoughts on the mud mummy? Let us know in the comments...",6419453281,https://www.thesun.ie/tech/6513608/ancient-egypitan-mud-mummy-wrong-coffin/,,,
458,:Content-Source,,The Irish Sun,227647510,,,,thesun.ie,,,,
459,:Article,news,Rare Ancient Egyptian 'mud mummy' may have been in wrong coffin all this time,133948070,2021-02-04T12:01:00Z,-0.090196078,"THE only recorded ancient Egyptian mud-wrapped mummy may have been placed in the wrong coffin and no one noticed.

The English-Australian politician who bought the mummy back in the 1800s was likely tricked by dealers who wanted to sell a ""complete set"" for more money.

Researchers studying the mummy, which resides at the University of Sydney's Chau Chak Wing Museum, noticed some unusual features about the find.

They wrote in a recent study: ""Local dealers likely placed an unrelated mummified body in the coffin to sell a more complete 'set,' a well-known practice in the local antiquities trade.""

CT scans and special dating techniques revealed that not only had the mummy been damaged several times after death but it was also about 200 years older than the coffin it was placed in.

The 'mud mummy' was found in Egypt and sold to Sir Charles Nicholson in the 1800s before he donated it to the University of Sydney in 1860.

Mud shells like the one covering the mummy have not been seen since.

The researchers explain in a their study that this ""a mortuary treatment not previously documented in the Egyptian archaeological record.""

A few possible reasons for the unusual mud casing are discussed in the study.

Firstly, the specialists think the ""mud wrap"" could have been used to help keep the mummy together after damage not long after the burial.

Alternatively, the mud may have been used to copy an elite practice that saw the rich deceased wrapped in expensive resin coated materials.

The mud mummy may not have been a member of the elite when they were alive and therefore couldn't afford an expensive burial.

The resin-based mummification practice is said to have been popular for around 350 years in the late New Kingdom of Egypt to the 21st Dynasty of Egypt.

The skeleton is thought to have belonged to a woman who died between the ages of 26 and 35.

Her lidded coffin is inscribed with the name Meruah or Meru(t)ah.

However, she's unlikely to be the real Meruah as the coffin was made hundreds of years after she died.

This isn't the first time suspiscions have been raised about this mummy.

Suspected damage by grave robbers to the legs have been spotted before.

Other damage has occurred to the neck and head.

It's thought the grave robbing happened during ancient Egyptian times and later generations tried to fix the mummy and may have added the mud wrapping.

You can read the recent study about this mysterious mummy in the PLOS One journal.

In other archaeology news, an ancient mummy with a golden tongue has been unearthed in Egypt.

In other archaeology news, ancient humans regularly bred with Neanderthals, an analysis of 45,000-year-old Neanderthal teeth has revealed.

And, the last meal of a 240million year old sea monster has been revealed by archaeologists.

What are your thoughts on the mud mummy? Let us know in the comments...",6419413656,https://www.thescottishsun.co.uk/tech/6632211/ancient-egypitan-mud-mummy-wrong-coffin/,,,
460,:Content-Source,,The Scottish Sun,320141478,,,,thescottishsun.co.uk,,,,
461,:Article,news,"In a case of potential mistaken mummy identity, scientists uncover clues",577706710,2021-02-04T10:37:00Z,0.105882353,"(CNN)You know how clothing stores prop up mannequins in windows, showing off the fashionable goods they have to offer? That might be the explanation behind a case of mistaken mummy identity.

During a trip to Egypt in the late 1850s, Sir Charles Nicholson -- an English Australian antiquarian, university founder and philanthropist -- bought a mummified body, coffin and mummy board, which he donated to the University of Sydney in 1860, according to a study published Wednesday in the journal PLOS ONE. The mummy was a socially esteemed woman named Meruah, according to the coffin inscription that dates back to around 1000 BC. A separate group of researchers discovered the coffin's age in 1988. The mummified body had been encased in a mud shell, or carapace, but that wasn't discovered until 1999 during a project led by Karin Sowada, the first author of the current study. That's because computed tomography scans had only recently become possible. New technology allowed the researchers to perform virtual dissections and therefore better characterize the layers of the carapace around the body in 2017. That's when The University of Sydney was preparing to open its Chau Chak Wing Museum, ""which has a dedicated space for the ancient Egyptian material of the Nicholson Collection,"" said Sowada, a research fellow in the department of history and archaeology at Macquarie University's main campus in Sydney, via email.Read MoreThe shell's layers were made of minerals, which differed from the expensive resin used for mummified elite individuals. ""This is the first time that a painted mud carapace treatment has been discovered,"" Sowada added. Through analysis of samples from the mummy's linen wrappings, the researchers also found that the person lived in the late New Kingdom, in the Ramesside period from around 1200 BC to 1113 BC. That meant that the body was much older than the coffin.""Many coffins were robbed of their original occupants in ancient times. It's likely that in the local antiquities trade of the 19th and early 20th centuries, many coffins for sale were empty,"" said Sowada via email. ""Dealers obtained complete mummified bodies found in desert cemeteries and placed them in coffins to sell complete 'sets' to tourists, even though bodies and coffins may not have belonged together. ""It was fashionable for foreign tourists to return home with an Egyptian mummy."" Samples of DNA taken from the body about 15 years ago indicated that the person was a male, but the conclusion has shifted back to probably a female who had lived 26 to 35 years. The authors updated their conclusions by studying secondary sexual characteristics, which are features that appear when humans go through puberty, like when females might develop wider hips, or when males might grow more and thicker facial hair. The body's internal reproductive organs had been removed during the mummification process, and genitalia weren't seen on the scans, so more detailed analyses of DNA samples are needed, Sowada said. ""However, this would require further invasive engagement via destructive testing, and that needs to be carefully considered on a number of levels."" The shifting of determinations about a mummy's sex ""happens all the time,"" said Peter Lacovara, the director of The Ancient Egyptian Archaeology and Heritage Fund and consulting curator for the Egyptian Collection at the Albany Institute of History and Art in New York state. ""At the Albany Institute, we had a mummy that had been earlier identified as a female, and we took it to be tested and it turned out to be a male.""""It's sometimes harder to tell with ancient bodies; there seems to be less distinction, or we pick it up less clearly."" The DNA collected back then may have been contaminated, the authors said. The body also experienced damage shortly after the initial mummification, including the separation and displacement of the cranium, the jawbone and parts of the spine. Some bones were far away from their rightful place -- the left kneecap was at the level of the left ankle, and the right kneecap was below the top of the left thigh bone. Some bones were fractured. ""Mummification dessicates and stabilises the bodily tissues, so we would expect to see very little (if any!) post-depositional movement or disarticulation of any bones,"" Sowada said via email. ""The CT scans of this person's body shows us that they were subject to significant disruption -- but also, importantly, that they were provided with a great deal of care to restore them after they had been disturbed."" The body was then subjected to rewrapping, packing and padding with fabrics, and the application of the mud shell. The mud carapace ""likely fulfilled a threefold purpose,"" the study said. It was a form of conservation for a body that had gone through significant damage, for one, and may have served a symbolic purpose as well. ""The carapace aided the metaphysical transition of the deceased into the afterlife and the sphere of the god Osiris,"" the study said. ""The mythological experiences of this underworld deity -- his death, dismemberment, re-establishment and re-birth -- had long been established to serve as a precedent for the mortuary experience of all Egyptians. ... Like the god, the deceased could also hope for continued existence in the afterlife, when properly prepared."" ""Mud itself was associated with the idea of regeneration and growth,"" Sowada said, ""so it would have been a symbolically significant material to use.""Lastly, because the minerals comprising the mud shell were options less expensive than the resin used for elite mummified individuals, they might have enabled the repairers to display status by emulating the mummification practices for elite people. The red pigment used for the part of the shell covering the face was a bit uncommon for women mummified during that period. ""This practice relates to the belief that women took on a temporary, crucial, postmortem masculine aspect in death so that they could be reconceived and reborn into the afterlife via their own images (in the same way that male tomb owners were believed to undergo that process by means of representations of their female relatives or goddesses),"" said Heather McCarthy, an Egyptologist and deputy director of the New York University Epigraphical Expedition to the Ramesses II Temple at Abydos, via email. ""The use of masculine, red and red-brown skin tones is a pictorial signifier of that gender-fluid state.""The findings help to construct a bigger and more nuanced picture of how the ancient Egyptians treated and prepared their dead, Sowada said. ""It's likely that prior studies on mummified bodies in other collections, where a 'resin' carapace has been identified, will need to be re-examined for the possibility that the carapace is made of mud instead,"" she added. ""The application of scientific techniques to museum collections reveals the wealth of new information sitting right under our noses.""",6419282994,https://edition.cnn.com/2021/02/03/world/mummy-mistaken-identity-study-scn/index.html,,,
462,:Content-Source,,CNN International,816399849,,,,edition.cnn.com,,,,
463,:Author,,Kristen Rogers,381095043,,,,6419282994,,,,
464,:Article,news,Ancient Mummy Found Entombed in Strange Cocoon Never Seen by Archeologists,741404270,2021-02-04T00:38:00Z,-0.066666667,"The discovery of a rare ""mud mummy"" from ancient Egypt has surprised archaeologists, who weren't expecting to find the deceased encased in a hardened mud shell.

The ""mud carapace"" is an unparalleled find; it reveals ""a mortuary treatment not previously documented in the Egyptian archaeological record,"" the researchers wrote in the study, published online Wednesday (Feb. 3) in the journal PLOS One.

It's possible the ""mud wrap"" was used to stabilize the mummy after it was damaged, but the mud may have also been meant to emulate practices used by society's elite, who were sometimes mummified with imported resin-based materials during a nearly 350-year period, from the late New Kingdom to the 21st Dynasty (about 1294 BCE to 945 BCE), the researchers said.

So, why was this individual covered with mud, rather than resin?

""Mud is a more affordable material,"" study lead researcher Karin Sowada, a research fellow in the Department of History and Archaeology at Macquarie University in Sydney, Australia, told Live Science in an email.

The mud sheath isn't the mummy's only oddity. The mummy, dated to about 1207 BCE, was damaged after death, and was even interred in the wrong coffin actually meant for a woman who died more recently, the researchers found.

(Sowada et al./PLOS ON/CC BY 4.0)

Above: This decorated coffin (right) doesn't belong to the unusual mud-wrapped mummy (left).

Related: Image gallery: Mummy evisceration techniques

Like many ancient Egyptian mummies, the ""mud mummy"" and its lidded coffin were acquired in the 1800s by a Western collector, in this case, Sir Charles Nicholson, an English-Australian politician who brought it to Australia.

Nicholson donated them to the University of Sydney in 1860, and today they reside at the university's Chau Chak Wing Museum. But it appears that whoever sold the artifacts tricked Nicholson; the coffin is younger than the body buried in it, the researchers found.

(Sowada et al. 2021/Chau Chak Wing Museum/Macquarie Medical Imaging/CC BY 4.0)

Above: 3D-rendered CT images showing the mud carapace.

""Local dealers likely placed an unrelated mummified body in the coffin to sell a more complete 'set,' a well-known practice in the local antiquities trade,"" the researchers wrote in the study. The coffin is inscribed with a woman's name - Meruah or Meru(t)ah - and dates to about 1000 BCE, according to iconography decorating it, meaning the coffin is about 200 years younger than the mummy in it.

While the individual isn't Meruah, anatomical clues hint that it is a female who died between the ages of 26 and 35, the researchers said.

Researchers got their first inkling that the 3,400-year-old mummy was unusual in 1999, when a CT (computed tomography) scan revealed something strange inside. To investigate, the researcher extracted a few samples of the wrappings and discovered they contained a sandy mud mixture.

When a new team of researchers re-scanned the mummy in 2017, they uncovered previously unknown details about the carapace, especially when they chemically reexamined the mud fragments.

(Sowada et al. 2021/Chau Chak Wing Museum/Macquarie Medical Imaging/CC BY 4.0)

Above: CT images of the mummified person's internal features. The carapace can be seen as a thin white line.

After she died, the woman was mummified and wrapped in textiles. Then, her remains, including her left knee and lower leg, were damaged in ""unknown circumstances,"" possibly by grave robbers, which prompted someone to repair her mummy, likely within one to two generations of her first burial - a feat that included ""rewrapping, packing and padding with textiles, and application of the mud carapace,"" the researchers wrote in the study.

Whoever repaired the mummy made a complicated earthy sandwich, placing a batter of mud, sand and straw between layers of linen wrappings. The bottom of the mud mixture had a base coat of a white calcite-based pigment, while its top was coated with ochre, a red mineral pigment, Sowada said.

""The mud was apparently applied in sheets while still damp and pliable,"" she said. ""The body was wrapped with linen wrappings, the carapace applied, and then further wrappings placed over it.""

Related: In photos: The life and death of King Tut

Later, the mummy was damaged again, this time on the right side of the neck and head. Because this damage affects all of the layers, including the muddy carapace, it appears this damage was more recent and prompted the insertion of metal pins to stabilize the damaged areas at the time, the researchers said.

This ""mud mummy"" isn't the only ancient Egyptian mummy subject to post-mortem repair; the body of King Seti I was wrapped more than once, and so were the remains of King Amenhotep III (King Tut's grandfather), the researchers noted.

As for the woman's mud carapace, ""this is a genuinely new discovery in Egyptian mummification,"" Sowada said. ""This study assists in constructing a bigger -- and a more nuanced -- picture of how the ancient Egyptians treated and prepared their dead.""",6418687266,https://www.sciencealert.com/archaeologists-uncover-an-ancient-egyptian-mummy-wrapped-in-a-strange-mud-cocoon,,,
465,:Content-Source,,ScienceAlert,374778638,,,,sciencealert.com,,,,
466,:Author,,Live Science,815753208,,,,6418687266,,,,
467,:Author,,Laura Geggel,149820878,,,,6418687266,,,,
468,:Article,news,"In a case of potential mistaken mummy identity, scientists uncover clues",742433039,2021-02-03T23:17:00Z,0.098039216,"You know how clothing stores prop up mannequins in windows, showing off the fashionable goods they have to offer? That might be the explanation behind a case of mistaken mummy identity.

During a trip to Egypt in the late 1850s, Sir Charles Nicholson -- an English Australian antiquarian, university founder and philanthropist -- bought a mummified body, coffin and mummy board, which he donated to the University of Sydney in 1860, according to a study published Wednesday in the journal PLOS ONE.

The mummy was a socially esteemed woman named Meruah, according to the coffin inscription that dates back to around 1000 BC. A separate group of researchers discovered the coffin's age in 1988.

The mummified body had been encased in a mud shell, or carapace, but that wasn't discovered until 1999 during a project led by Karin Sowada, the first author of the current study. That's because computed tomography scans had only recently become possible.

New technology allowed the researchers to perform virtual dissections and therefore better characterize the layers of the carapace around the body in 2017. That's when The University of Sydney was preparing to open its Chau Chak Wing Museum, ""which has a dedicated space for the ancient Egyptian material of the Nicholson Collection,"" said Sowada, a research fellow in the department of history and archaeology at Macquarie University's main campus in Sydney, via email.

The shell's layers were made of minerals, which differed from the expensive resin used for mummified elite individuals. ""This is the first time that a painted mud carapace treatment has been discovered,"" Sowada added.

Through analysis of samples from the mummy's linen wrappings, the researchers also found that the person lived in the late New Kingdom, in the Ramesside period from around 1200 BC to 1113 BC. That meant that the body was much older than the coffin.

""Many coffins were robbed of their original occupants in ancient times. It's likely that in the local antiquities trade of the 19th and early 20th centuries, many coffins for sale were empty,"" said Sowada via email. ""Dealers obtained complete mummified bodies found in desert cemeteries and placed them in coffins to sell complete 'sets' to tourists, even though bodies and coffins may not have belonged together.

""It was fashionable for foreign tourists to return home with an Egyptian mummy.""

Samples of DNA taken from the body about 15 years ago indicated that the person was a male, but the conclusion has shifted back to probably a female who had lived 26 to 35 years. The authors updated their conclusions by studying secondary sexual characteristics, which are features that appear when humans go through puberty, like when females might develop wider hips, or when males might grow more and thicker facial hair.

The body's internal reproductive organs had been removed during the mummification process, and genitalia weren't seen on the scans, so more detailed analyses of DNA samples are needed, Sowada said. ""However, this would require further invasive engagement via destructive testing, and that needs to be carefully considered on a number of levels.""

The shifting of determinations about a mummy's sex ""happens all the time,"" said Peter Lacovara, the director of The Ancient Egyptian Archaeology and Heritage Fund and consulting curator for the Egyptian Collection at the Albany Institute of History and Art in New York state. ""At the Albany Institute, we had a mummy that had been earlier identified as a female, and we took it to be tested and it turned out to be a male.""

""It's sometimes harder to tell with ancient bodies; there seems to be less distinction, or we pick it up less clearly.""

The DNA collected back then may have been contaminated, the authors said.

The body also experienced damage shortly after the initial mummification, including the separation and displacement of the cranium, the jawbone and parts of the spine. Some bones were far away from their rightful place -- the left kneecap was at the level of the left ankle, and the right kneecap was below the top of the left thigh bone. Some bones were fractured.

""Mummification dessicates and stabilises the bodily tissues, so we would expect to see very little (if any!) post-depositional movement or disarticulation of any bones,"" Sowada said via email.

""The CT scans of this person's body shows us that they were subject to significant disruption -- but also, importantly, that they were provided with a great deal of care to restore them after they had been disturbed.""

The body was then subjected to rewrapping, packing and padding with fabrics, and the application of the mud shell. The mud carapace ""likely fulfilled a threefold purpose,"" the study said. It was a form of conservation for a body that had gone through significant damage, for one, and may have served a symbolic purpose as well.

""The carapace aided the metaphysical transition of the deceased into the afterlife and the sphere of the god Osiris,"" the study said. ""The mythological experiences of this underworld deity -- his death, dismemberment, re-establishment and re-birth -- had long been established to serve as a precedent for the mortuary experience of all Egyptians. ... Like the god, the deceased could also hope for continued existence in the afterlife, when properly prepared.""

""Mud itself was associated with the idea of regeneration and growth,"" Sowada said, ""so it would have been a symbolically significant material to use.""

Lastly, because the minerals comprising the mud shell were options less expensive than the resin used for elite mummified individuals, they might have enabled the repairers to display status by emulating the mummification practices for elite people.

The red pigment used for the part of the shell covering the face was a bit uncommon for women mummified during that period.

""This practice relates to the belief that women took on a temporary, crucial, postmortem masculine aspect in death so that they could be reconceived and reborn into the afterlife via their own images (in the same way that male tomb owners were believed to undergo that process by means of representations of their female relatives or goddesses),"" said Heather McCarthy, an Egyptologist and deputy director of the New York University Epigraphical Expedition to the Ramesses II Temple at Abydos, via email. ""The use of masculine, red and red-brown skin tones is a pictorial signifier of that gender-fluid state.""

The findings help to construct a bigger and more nuanced picture of how the ancient Egyptians treated and prepared their dead, Sowada said.

""It's likely that prior studies on mummified bodies in other collections, where a 'resin' carapace has been identified, will need to be re-examined for the possibility that the carapace is made of mud instead,"" she added. ""The application of scientific techniques to museum collections reveals the wealth of new information sitting right under our noses.""",6418620734,https://www.wlsam.com/news/in-a-case-of-potential-mistaken-mummy-identity-scientists-uncover-clues/,,,
469,:Content-Source,,WLS-AM 890,683844382,,,,wlsam.com,,,,
470,:Article,news,"In a case of potential mistaken mummy identity, scientists uncover clues",244871113,2021-02-03T22:33:00Z,0.098039216,"You know how clothing stores prop up mannequins in windows, showing off the fashionable goods they have to offer? That might be the explanation behind a case of mistaken mummy identity.

During a trip to Egypt in the late 1850s, Sir Charles Nicholson -- an English Australian antiquarian, university founder and philanthropist -- bought a mummified body, coffin and mummy board, which he donated to the University of Sydney in 1860, according to a study published Wednesday in the journal PLOS ONE.

The mummy was a socially esteemed woman named Meruah, according to the coffin inscription that dates back to around 1000 BC. A separate group of researchers discovered the coffin's age in 1988.

The mummified body had been encased in a mud shell, or carapace, but that wasn't discovered until 1999 during a project led by Karin Sowada, the first author of the current study. That's because computed tomography scans had only recently become possible.

New technology allowed the researchers to perform virtual dissections and therefore better characterize the layers of the carapace around the body in 2017. That's when The University of Sydney was preparing to open its Chau Chak Wing Museum, ""which has a dedicated space for the ancient Egyptian material of the Nicholson Collection,"" said Sowada, a research fellow in the department of history and archaeology at Macquarie University's main campus in Sydney, via email.

The shell's layers were made of minerals, which differed from the expensive resin used for mummified elite individuals. ""This is the first time that a painted mud carapace treatment has been discovered,"" Sowada added.

Through analysis of samples from the mummy's linen wrappings, the researchers also found that the person lived in the late New Kingdom, in the Ramesside period from around 1200 BC to 1113 BC. That meant that the body was much older than the coffin.

""Many coffins were robbed of their original occupants in ancient times. It's likely that in the local antiquities trade of the 19th and early 20th centuries, many coffins for sale were empty,"" said Sowada via email. ""Dealers obtained complete mummified bodies found in desert cemeteries and placed them in coffins to sell complete 'sets' to tourists, even though bodies and coffins may not have belonged together.

""It was fashionable for foreign tourists to return home with an Egyptian mummy.""

Samples of DNA taken from the body about 15 years ago indicated that the person was a male, but the conclusion has shifted back to probably a female who had lived 26 to 35 years. The authors updated their conclusions by studying secondary sexual characteristics, which are features that appear when humans go through puberty, like when females might develop wider hips, or when males might grow more and thicker facial hair.

The body's internal reproductive organs had been removed during the mummification process, and genitalia weren't seen on the scans, so more detailed analyses of DNA samples are needed, Sowada said. ""However, this would require further invasive engagement via destructive testing, and that needs to be carefully considered on a number of levels.""

The shifting of determinations about a mummy's sex ""happens all the time,"" said Peter Lacovara, the director of The Ancient Egyptian Archaeology and Heritage Fund and consulting curator for the Egyptian Collection at the Albany Institute of History and Art in New York state. ""At the Albany Institute, we had a mummy that had been earlier identified as a female, and we took it to be tested and it turned out to be a male.""

""It's sometimes harder to tell with ancient bodies; there seems to be less distinction, or we pick it up less clearly.""

The DNA collected back then may have been contaminated, the authors said.

The body also experienced damage shortly after the initial mummification, including the separation and displacement of the cranium, the jawbone and parts of the spine. Some bones were far away from their rightful place -- the left kneecap was at the level of the left ankle, and the right kneecap was below the top of the left thigh bone. Some bones were fractured.

""Mummification dessicates and stabilises the bodily tissues, so we would expect to see very little (if any!) post-depositional movement or disarticulation of any bones,"" Sowada said via email.

""The CT scans of this person's body shows us that they were subject to significant disruption -- but also, importantly, that they were provided with a great deal of care to restore them after they had been disturbed.""

The body was then subjected to rewrapping, packing and padding with fabrics, and the application of the mud shell. The mud carapace ""likely fulfilled a threefold purpose,"" the study said. It was a form of conservation for a body that had gone through significant damage, for one, and may have served a symbolic purpose as well.

""The carapace aided the metaphysical transition of the deceased into the afterlife and the sphere of the god Osiris,"" the study said. ""The mythological experiences of this underworld deity -- his death, dismemberment, re-establishment and re-birth -- had long been established to serve as a precedent for the mortuary experience of all Egyptians. ... Like the god, the deceased could also hope for continued existence in the afterlife, when properly prepared.""

""Mud itself was associated with the idea of regeneration and growth,"" Sowada said, ""so it would have been a symbolically significant material to use.""

Lastly, because the minerals comprising the mud shell were options less expensive than the resin used for elite mummified individuals, they might have enabled the repairers to display status by emulating the mummification practices for elite people.

The red pigment used for the part of the shell covering the face was a bit uncommon for women mummified during that period.

""This practice relates to the belief that women took on a temporary, crucial, postmortem masculine aspect in death so that they could be reconceived and reborn into the afterlife via their own images (in the same way that male tomb owners were believed to undergo that process by means of representations of their female relatives or goddesses),"" said Heather McCarthy, an Egyptologist and deputy director of the New York University Epigraphical Expedition to the Ramesses II Temple at Abydos, via email. ""The use of masculine, red and red-brown skin tones is a pictorial signifier of that gender-fluid state.""

The findings help to construct a bigger and more nuanced picture of how the ancient Egyptians treated and prepared their dead, Sowada said.

""It's likely that prior studies on mummified bodies in other collections, where a 'resin' carapace has been identified, will need to be re-examined for the possibility that the carapace is made of mud instead,"" she added. ""The application of scientific techniques to museum collections reveals the wealth of new information sitting right under our noses.""",6418580573,https://www.wjbc.com/news/in-a-case-of-potential-mistaken-mummy-identity-scientists-uncover-clues/,,,
471,:Content-Source,,WJBC,875572303,,,,wjbc.com,,,,
472,:Article,news,"In a case of potential mistaken mummy identity, scientists uncover clues",916671407,2021-02-03T22:22:00Z,0.098039216,"You know how clothing stores prop up mannequins in windows, showing off the fashionable goods they have to offer? That might be the explanation behind a case of mistaken mummy identity.

During a trip to Egypt in the late 1850s, Sir Charles Nicholson -- an English Australian antiquarian, university founder and philanthropist -- bought a mummified body, coffin and mummy board, which he donated to the University of Sydney in 1860, according to a study published Wednesday in the journal PLOS ONE.

The mummy was a socially esteemed woman named Meruah, according to the coffin inscription that dates back to around 1000 BC. A separate group of researchers discovered the coffin's age in 1988.

The mummified body had been encased in a mud shell, or carapace, but that wasn't discovered until 1999 during a project led by Karin Sowada, the first author of the current study. That's because computed tomography scans had only recently become possible.

New technology allowed the researchers to perform virtual dissections and therefore better characterize the layers of the carapace around the body in 2017. That's when The University of Sydney was preparing to open its Chau Chak Wing Museum, ""which has a dedicated space for the ancient Egyptian material of the Nicholson Collection,"" said Sowada, a research fellow in the department of history and archaeology at Macquarie University's main campus in Sydney, via email.

The shell's layers were made of minerals, which differed from the expensive resin used for mummified elite individuals. ""This is the first time that a painted mud carapace treatment has been discovered,"" Sowada added.

Through analysis of samples from the mummy's linen wrappings, the researchers also found that the person lived in the late New Kingdom, in the Ramesside period from around 1200 BC to 1113 BC. That meant that the body was much older than the coffin.

""Many coffins were robbed of their original occupants in ancient times. It's likely that in the local antiquities trade of the 19th and early 20th centuries, many coffins for sale were empty,"" said Sowada via email. ""Dealers obtained complete mummified bodies found in desert cemeteries and placed them in coffins to sell complete 'sets' to tourists, even though bodies and coffins may not have belonged together.

""It was fashionable for foreign tourists to return home with an Egyptian mummy.""

Samples of DNA taken from the body about 15 years ago indicated that the person was a male, but the conclusion has shifted back to probably a female who had lived 26 to 35 years. The authors updated their conclusions by studying secondary sexual characteristics, which are features that appear when humans go through puberty, like when females might develop wider hips, or when males might grow more and thicker facial hair.

The body's internal reproductive organs had been removed during the mummification process, and genitalia weren't seen on the scans, so more detailed analyses of DNA samples are needed, Sowada said. ""However, this would require further invasive engagement via destructive testing, and that needs to be carefully considered on a number of levels.""

The shifting of determinations about a mummy's sex ""happens all the time,"" said Peter Lacovara, the director of The Ancient Egyptian Archaeology and Heritage Fund and consulting curator for the Egyptian Collection at the Albany Institute of History and Art in New York state. ""At the Albany Institute, we had a mummy that had been earlier identified as a female, and we took it to be tested and it turned out to be a male.""

""It's sometimes harder to tell with ancient bodies; there seems to be less distinction, or we pick it up less clearly.""

The DNA collected back then may have been contaminated, the authors said.

The body also experienced damage shortly after the initial mummification, including the separation and displacement of the cranium, the jawbone and parts of the spine. Some bones were far away from their rightful place -- the left kneecap was at the level of the left ankle, and the right kneecap was below the top of the left thigh bone. Some bones were fractured.

""Mummification dessicates and stabilises the bodily tissues, so we would expect to see very little (if any!) post-depositional movement or disarticulation of any bones,"" Sowada said via email.

""The CT scans of this person's body shows us that they were subject to significant disruption -- but also, importantly, that they were provided with a great deal of care to restore them after they had been disturbed.""

The body was then subjected to rewrapping, packing and padding with fabrics, and the application of the mud shell. The mud carapace ""likely fulfilled a threefold purpose,"" the study said. It was a form of conservation for a body that had gone through significant damage, for one, and may have served a symbolic purpose as well.

""The carapace aided the metaphysical transition of the deceased into the afterlife and the sphere of the god Osiris,"" the study said. ""The mythological experiences of this underworld deity -- his death, dismemberment, re-establishment and re-birth -- had long been established to serve as a precedent for the mortuary experience of all Egyptians. ... Like the god, the deceased could also hope for continued existence in the afterlife, when properly prepared.""

""Mud itself was associated with the idea of regeneration and growth,"" Sowada said, ""so it would have been a symbolically significant material to use.""

Lastly, because the minerals comprising the mud shell were options less expensive than the resin used for elite mummified individuals, they might have enabled the repairers to display status by emulating the mummification practices for elite people.

The red pigment used for the part of the shell covering the face was a bit uncommon for women mummified during that period.

""This practice relates to the belief that women took on a temporary, crucial, postmortem masculine aspect in death so that they could be reconceived and reborn into the afterlife via their own images (in the same way that male tomb owners were believed to undergo that process by means of representations of their female relatives or goddesses),"" said Heather McCarthy, an Egyptologist and deputy director of the New York University Epigraphical Expedition to the Ramesses II Temple at Abydos, via email. ""The use of masculine, red and red-brown skin tones is a pictorial signifier of that gender-fluid state.""

The findings help to construct a bigger and more nuanced picture of how the ancient Egyptians treated and prepared their dead, Sowada said.

""It's likely that prior studies on mummified bodies in other collections, where a 'resin' carapace has been identified, will need to be re-examined for the possibility that the carapace is made of mud instead,"" she added. ""The application of scientific techniques to museum collections reveals the wealth of new information sitting right under our noses.""",6418569945,https://www.kabc.com/news/in-a-case-of-potential-mistaken-mummy-identity-scientists-uncover-clues/,,,
473,:Content-Source,,KABC-AM 790 TalkRadio,356486447,,,,kabc.com,,,,
